1|36861|7872|1850|10|182.00|1820.00|2008-01-24 06:43:29
2|16002|4806|1890|7|233.00|1631.00|2008-03-05 12:25:29
3|21461|4256|2131|2|182.00|364.00|2008-11-01 07:35:33
4|8117|4337|1970|8|38.00|304.00|2008-05-24 01:18:37
5|1616|8647|1963|4|175.00|700.00|2008-05-17 02:29:11
6|47402|8240|2053|18|77.00|1386.00|2008-08-15 02:08:13
7|36551|7801|2145|5|30.00|150.00|2008-11-15 09:38:15
8|11891|8036|2139|6|82.00|492.00|2008-11-09 05:07:30
9|691|554|2078|6|135.00|810.00|2008-09-09 08:03:36
10|24858|3375|1994|16|197.00|3152.00|2008-06-17 09:44:54
11|41053|3877|2146|5|24.00|120.00|2008-11-16 11:59:10
12|45635|4769|2032|26|65.00|1690.00|2008-07-25 01:45:49
13|30606|2147|1883|3|172.00|516.00|2008-02-26 05:04:06
14|12651|2762|2058|8|122.00|976.00|2008-08-20 01:45:26
15|46833|7910|1947|24|75.00|1800.00|2008-05-01 04:26:30
16|41902|4571|2062|6|231.00|1386.00|2008-08-24 09:36:12
17|20228|7837|1865|9|167.00|1503.00|2008-02-08 06:27:54
18|13013|7085|2049|14|219.00|3066.00|2008-08-11 06:33:03
19|12339|3423|1986|2|53.00|106.00|2008-06-09 08:39:56
20|6300|2075|1876|7|66.00|462.00|2008-02-19 12:28:01
21|45104|403|1980|8|222.00|1776.00|2008-06-03 11:27:11
22|19934|742|2023|9|38.00|342.00|2008-07-16 11:10:24
23|4820|7116|1833|24|129.00|3096.00|2008-01-07 02:51:57
24|24459|1260|1918|5|164.00|820.00|2008-04-02 12:52:49
27|42172|6859|1913|28|189.00|5292.00|2008-03-28 03:14:29
28|32241|1820|2107|1|111.00|111.00|2008-10-08 03:56:33
29|34152|7622|2120|5|29.00|145.00|2008-10-21 02:12:50
30|16240|7351|2104|30|218.00|6540.00|2008-10-05 08:05:05
31|22085|4775|2040|20|244.00|4880.00|2008-08-02 06:56:54
32|42668|6478|2119|26|205.00|5330.00|2008-10-20 10:12:19
33|16781|5055|2027|24|188.00|4512.00|2008-07-20 10:09:37
34|38609|1468|2133|8|213.00|1704.00|2008-11-03 02:50:43
35|28953|3663|2087|20|135.00|2700.00|2008-09-18 10:49:39
36|42794|3267|2095|12|62.00|744.00|2008-09-26 07:21:33
37|8213|147|2046|1|53.00|53.00|2008-08-08 02:00:40
38|48903|8493|2173|30|75.00|2250.00|2008-12-13 04:00:33
39|7312|536|1992|18|209.00|3762.00|2008-06-15 11:16:23
40|23708|2179|2095|28|70.00|1960.00|2008-09-26 05:43:12
41|10985|6442|1867|16|140.00|2240.00|2008-02-10 01:12:35
42|14734|5322|1894|4|78.00|312.00|2008-03-09 04:32:22
43|42586|8656|1844|16|86.00|1376.00|2008-01-18 09:45:27
44|23129|3848|1943|7|102.00|714.00|2008-04-27 12:26:55
45|20888|2036|2051|24|210.00|5040.00|2008-08-13 09:52:16
46|42773|6273|2008|10|37.00|370.00|2008-07-01 02:45:45
47|49346|8577|2101|3|189.00|567.00|2008-10-02 07:56:35
48|3588|7922|1941|2|133.00|266.00|2008-04-25 11:43:45
49|9225|886|1990|7|201.00|1407.00|2008-06-13 03:37:25
50|29082|1425|1852|14|216.00|3024.00|2008-01-26 04:23:40
51|26624|740|1963|2|119.00|238.00|2008-05-17 01:44:05
52|27110|2300|2116|10|126.00|1260.00|2008-10-17 01:29:57
53|824|8415|2011|22|190.00|4180.00|2008-07-04 12:25:01
54|49467|283|2103|28|33.00|924.00|2008-10-04 02:00:30
55|1654|4955|1922|24|248.00|5952.00|2008-04-06 02:14:30
56|48500|2360|1843|16|218.00|3488.00|2008-01-17 02:30:39
57|20347|7721|1832|24|98.00|2352.00|2008-01-06 08:33:11
58|38249|401|2098|12|221.00|2652.00|2008-09-29 10:29:05
59|43575|5933|2013|20|98.00|1960.00|2008-07-06 12:44:02
60|21475|2969|2168|18|108.00|1944.00|2008-12-08 01:04:35
61|5258|505|2038|9|84.00|756.00|2008-07-31 09:04:54
62|19129|3511|2167|5|85.00|425.00|2008-12-07 04:02:40
63|41815|8260|1849|28|38.00|1064.00|2008-01-23 05:38:53
64|18073|5872|1876|24|88.00|2112.00|2008-02-19 02:07:55
65|12296|811|1865|8|35.00|280.00|2008-02-08 01:49:23
66|9151|8478|2102|6|248.00|1488.00|2008-10-03 09:54:25
67|49337|273|2153|30|230.00|6900.00|2008-11-23 06:28:26
69|42062|2906|1902|3|250.00|750.00|2008-03-17 07:20:05
70|26648|4375|1903|9|27.00|243.00|2008-03-18 07:19:35
71|22465|4570|1977|8|98.00|784.00|2008-05-31 03:39:06
72|11258|3398|2077|8|164.00|1312.00|2008-09-08 07:12:16
74|22820|5792|2020|6|151.00|906.00|2008-07-13 12:46:25
75|24018|8715|2085|3|34.00|102.00|2008-09-16 10:54:40
77|10156|4251|1894|1|200.00|200.00|2008-03-09 06:30:29
79|43637|2267|1868|10|242.00|2420.00|2008-02-11 01:40:55
80|28070|7302|2058|8|24.00|192.00|2008-08-20 09:33:43
81|6330|1816|1929|22|46.00|1012.00|2008-04-13 01:59:00
82|43570|3236|1844|24|139.00|3336.00|2008-01-18 08:36:34
83|21300|677|2085|28|168.00|4704.00|2008-09-16 04:34:32
85|49258|473|2116|5|202.00|1010.00|2008-10-17 06:20:19
86|3349|8273|1866|16|74.00|1184.00|2008-02-09 01:31:32
87|49732|3414|1992|3|234.00|702.00|2008-06-15 03:20:22
88|25759|8584|1983|3|86.00|258.00|2008-06-06 10:35:42
90|24855|299|2032|22|212.00|4664.00|2008-07-25 02:11:06
91|38053|3027|2114|16|193.00|3088.00|2008-10-15 10:32:27
93|27087|8754|2169|5|87.00|435.00|2008-12-09 06:11:42
94|23652|6117|2047|3|37.00|111.00|2008-08-09 04:49:27
95|10124|489|2032|7|115.00|805.00|2008-07-25 07:30:52
96|11679|1501|2020|30|245.00|7350.00|2008-07-13 12:27:30
97|45658|8721|2060|28|106.00|2968.00|2008-08-22 05:09:37
98|44028|3017|1933|1|53.00|53.00|2008-04-17 09:09:09
99|9188|6406|2083|5|197.00|985.00|2008-09-14 04:02:15
100|38557|6307|2063|24|133.00|3192.00|2008-08-25 12:23:43
101|37592|3340|1870|3|36.00|108.00|2008-02-13 09:07:34
103|26314|15|2025|1|181.00|181.00|2008-07-18 03:36:39
104|46810|4887|1829|26|102.00|2652.00|2008-01-03 06:33:06
105|13651|5732|1927|22|212.00|4664.00|2008-04-11 08:11:04
106|12538|250|1876|14|109.00|1526.00|2008-02-19 03:12:37
107|2112|5221|2039|7|107.00|749.00|2008-08-01 01:21:57
108|42630|940|2137|20|237.00|4740.00|2008-11-07 10:27:42
109|2576|2887|1867|22|208.00|4576.00|2008-02-10 12:32:51
110|49386|5994|1882|7|30.00|210.00|2008-02-25 07:11:39
111|8700|3091|1840|2|77.00|154.00|2008-01-14 06:15:27
112|18796|3951|2045|7|94.00|658.00|2008-08-07 06:49:13
113|29704|4699|2075|22|176.00|3872.00|2008-09-06 07:40:49
114|29625|2711|2119|28|250.00|7000.00|2008-10-20 10:19:05
115|39115|3513|2062|14|137.00|1918.00|2008-08-24 06:39:31
116|43314|8675|1910|28|238.00|6664.00|2008-03-25 05:04:52
117|804|1200|2015|3|149.00|447.00|2008-07-08 11:21:58
118|6079|1611|1862|9|47.00|423.00|2008-02-05 04:19:00
119|10123|4157|1970|6|29.00|174.00|2008-05-24 06:19:01
120|30866|7562|1955|9|81.00|729.00|2008-05-09 09:39:22
121|36856|219|2004|8|52.00|416.00|2008-06-27 06:56:16
122|3210|4213|2040|4|199.00|796.00|2008-08-02 02:52:30
123|6954|1440|2135|12|128.00|1536.00|2008-11-05 10:43:13
124|24514|5784|1860|16|182.00|2912.00|2008-02-03 07:27:05
125|48921|2562|2105|2|248.00|496.00|2008-10-06 04:55:37
126|48593|747|1854|18|240.00|4320.00|2008-01-28 06:14:26
127|26188|2074|1973|16|124.00|1984.00|2008-05-27 06:12:06
128|15894|121|2039|18|133.00|2394.00|2008-08-01 08:35:59
129|9939|7213|2157|6|242.00|1452.00|2008-11-27 01:10:55
130|18520|4708|1922|14|203.00|2842.00|2008-04-06 08:08:00
131|43153|1042|2162|3|215.00|645.00|2008-12-02 04:04:01
132|18558|5134|2024|18|66.00|1188.00|2008-07-17 05:27:35
133|25352|1252|2051|18|196.00|3528.00|2008-08-13 08:37:26
134|23905|4496|2073|26|121.00|3146.00|2008-09-04 04:56:26
135|14384|238|1944|6|214.00|1284.00|2008-04-28 01:13:25
136|266|5232|1947|9|103.00|927.00|2008-05-01 02:13:19
137|10713|161|2012|8|146.00|1168.00|2008-07-05 09:10:52
138|23922|1382|1982|12|66.00|792.00|2008-06-05 06:56:09
139|32876|243|1993|12|185.00|2220.00|2008-06-16 10:50:20
140|26132|5550|2160|5|132.00|660.00|2008-11-30 11:48:23
141|48839|1450|2007|5|184.00|920.00|2008-06-30 09:22:49
142|11367|8224|2034|7|138.00|966.00|2008-07-27 09:58:14
143|23663|7590|1946|16|54.00|864.00|2008-04-30 06:23:06
144|12561|3770|1947|6|192.00|1152.00|2008-05-01 06:49:33
145|46259|994|2026|26|146.00|3796.00|2008-07-19 08:23:41
146|13914|3226|2111|9|208.00|1872.00|2008-10-12 08:35:43
147|44950|8764|1902|22|239.00|5258.00|2008-03-17 07:39:42
148|49976|3548|2090|3|130.00|390.00|2008-09-21 03:40:43
149|24496|6358|1892|1|240.00|240.00|2008-03-07 12:58:39
150|46955|908|2060|10|136.00|1360.00|2008-08-22 08:16:00
151|33851|8211|1904|9|218.00|1962.00|2008-03-19 02:21:15
152|31758|2936|1977|1|231.00|231.00|2008-05-31 11:40:08
153|38360|2240|1941|12|201.00|2412.00|2008-04-25 09:10:32
155|15155|7533|1966|22|193.00|4246.00|2008-05-20 11:28:23
156|3065|2264|2105|24|53.00|1272.00|2008-10-06 11:23:51
157|34422|1436|2012|6|81.00|486.00|2008-07-05 07:01:03
158|13027|6007|2047|9|206.00|1854.00|2008-08-09 12:36:36
159|46181|6347|2036|22|162.00|3564.00|2008-07-29 10:03:58
160|9209|8370|2052|6|115.00|690.00|2008-08-14 01:54:38
161|18310|7142|1840|4|58.00|232.00|2008-01-14 06:39:34
162|27703|2906|1852|12|142.00|1704.00|2008-01-26 07:20:03
163|24880|8253|1888|14|176.00|2464.00|2008-03-03 03:07:42
164|44863|997|1981|30|110.00|3300.00|2008-06-04 11:56:50
165|49947|6937|1988|28|194.00|5432.00|2008-06-11 12:56:06
166|39695|3393|1883|9|186.00|1674.00|2008-02-26 12:56:06
167|9389|6583|1870|16|46.00|736.00|2008-02-13 03:55:08
168|8163|1303|1897|30|172.00|5160.00|2008-03-12 08:42:03
169|1439|7853|2037|30|132.00|3960.00|2008-07-30 09:09:18
170|41730|4329|1839|16|153.00|2448.00|2008-01-13 03:07:35
171|45642|6239|2070|26|210.00|5460.00|2008-09-01 08:16:06
172|14894|2805|2101|7|43.00|301.00|2008-10-02 02:15:16
173|5546|6730|1959|9|41.00|369.00|2008-05-13 03:00:09
174|2575|3376|2055|28|45.00|1260.00|2008-08-17 11:35:33
175|7910|4661|1978|30|194.00|5820.00|2008-06-01 10:04:48
176|3941|3097|2143|9|20.00|180.00|2008-11-13 07:40:19
177|3894|6610|2090|14|88.00|1232.00|2008-09-21 12:39:45
178|20825|4576|1914|24|200.00|4800.00|2008-03-29 02:25:50
179|34250|3901|1857|18|75.00|1350.00|2008-01-31 12:32:22
180|28510|6683|2028|20|89.00|1780.00|2008-07-21 05:00:16
181|22001|1953|1879|16|229.00|3664.00|2008-02-22 02:36:48
183|42527|6053|2107|6|202.00|1212.00|2008-10-08 10:06:05
184|11132|5545|1945|2|243.00|486.00|2008-04-29 10:43:37
185|32694|6505|2060|4|26.00|104.00|2008-08-22 04:06:29
186|22964|5893|2010|24|42.00|1008.00|2008-07-03 01:15:00
187|26704|7645|2120|5|234.00|1170.00|2008-10-21 07:36:30
188|31422|1626|2026|18|182.00|3276.00|2008-07-19 10:35:32
189|1571|3339|1839|24|144.00|3456.00|2008-01-13 04:37:50
190|29662|807|2181|20|148.00|2960.00|2008-12-21 11:00:48
191|32706|6378|2080|8|189.00|1512.00|2008-09-11 10:37:08
192|17718|7462|1852|2|61.00|122.00|2008-01-26 06:11:23
193|14237|6824|2092|18|154.00|2772.00|2008-09-23 01:35:40
194|24348|3889|2107|8|202.00|1616.00|2008-10-08 12:56:58
195|48581|1039|1934|26|163.00|4238.00|2008-04-18 01:01:55
197|15230|1387|2173|1|55.00|55.00|2008-12-13 03:08:15
198|20343|8511|1923|22|74.00|1628.00|2008-04-07 12:14:25
199|42587|361|1915|16|34.00|544.00|2008-03-30 07:40:36
200|41470|3638|2075|14|22.00|308.00|2008-09-06 09:48:47
201|42403|3182|2046|20|87.00|1740.00|2008-08-08 10:51:38
202|3058|8790|1977|12|243.00|2916.00|2008-05-31 07:47:57
203|5269|5775|1893|22|84.00|1848.00|2008-03-08 05:24:26
204|22572|7431|1899|2|27.00|54.00|2008-03-14 06:33:02
206|5822|3912|1912|26|217.00|5642.00|2008-03-27 02:52:58
208|14628|2376|1828|2|98.00|196.00|2008-01-02 06:23:17
209|24066|5498|1983|9|180.00|1620.00|2008-06-06 08:15:41
210|10688|3782|1899|1|144.00|144.00|2008-03-14 10:46:36
211|6362|1144|1944|30|98.00|2940.00|2008-04-28 02:22:04
212|4764|4428|2149|8|229.00|1832.00|2008-11-19 09:29:00
213|943|8573|1847|28|41.00|1148.00|2008-01-21 03:11:16
214|31484|3272|1881|22|237.00|5214.00|2008-02-24 02:49:32
215|30481|3406|1978|20|97.00|1940.00|2008-06-01 06:21:47
